"Demographics","Subgroup","Total Cases","Year","Democratic Candidate","Republican Candidate","Both Candidates","Net Pro Dem. - Pro Rep."
"age and region","60+ in Nonsouth","447","1992","57.6","52.8","55","52.5"
"age and region","60+ in Nonsouth","305","1996","59.4","53.5","56.4","52.8"
"age and region","60+ in Nonsouth","277","2000","63.6","55.6","59.5","53.8"
"age and region","60+ in Nonsouth","201","2004","57.3","53.6","55.5","51.8"
"age and region","60+ in Nonsouth","307","2008","57.2","53.1","55.1","52.1"
"age and region","60+ in Nonsouth","274","2012","54.2","52.7","53.3","50.6"
"age and region","60+ in Nonsouth","921","2016","43.2","39.6","41.4","51.8"
"age and region","60+ in Nonsouth","2038","2020","52.8","41","46.7","56.1"
"age and region","60+ in Nonsouth","1503","2024","52.1","37.5","44.8","57.3"
"age and knowledge","Less knowledgeable 18-29","73","1968","58.9","62.3","60.5","48.4"
"age and knowledge","Less knowledgeable 18-29","122","1972","56","59.6","57.8","48.2"
"age and knowledge","Less knowledgeable 18-29","232","1976","65.4","60","62.6","52.8"
"age and knowledge","Less knowledgeable 18-29","127","1980","56.7","54.8","55.8","51"
"age and knowledge","Less knowledgeable 18-29","270","1984","58.3","58.9","58.5","49.8"
"age and knowledge","Less knowledgeable 18-29","227","1988","54.9","62","58.6","46.3"
"age and knowledge","Less knowledgeable 18-29","248","1992","56.7","52.4","54.5","52.2"
"age and knowledge","Less knowledgeable 18-29","68","1996","62.2","52.7","57.7","55"
"age and knowledge","Less knowledgeable 18-29","127","2000","56.4","55.3","55.8","50.5"
"age and knowledge","Less knowledgeable 18-29","114","2004","57.4","50","53.5","53.8"
"age and knowledge","Less knowledgeable 18-29","275","2008","64.3","46.4","55.3","58.9"
"age and knowledge","Less knowledgeable 18-29","62","2012","56.7","55.5","56.1","50.5"
"age and knowledge","Less knowledgeable 18-29","259","2016","37.9","36.4","37","50.7"
"age and knowledge","Less knowledgeable 18-29","442","2020","47.4","29.5","38.3","59.1"
"age and knowledge","Less knowledgeable 18-29","201","2024","40.2","41.9","41.1","49.2"
"age and knowledge","More knowledgeable 18-29","174","1968","57.4","65.3","61.4","46.1"
"age and knowledge","More knowledgeable 18-29","172","1972","50.8","64.7","57.7","43"
"age and knowledge","More knowledgeable 18-29","256","1976","60.9","58","59.3","51.6"
"age and knowledge","More knowledgeable 18-29","241","1980","52.6","53.5","53","49.5"
"age and knowledge","More knowledgeable 18-29","206","1984","53.7","58.7","56.2","47.5"
"age and knowledge","More knowledgeable 18-29","144","1988","57.2","61.4","59.3","47.9"
"age and knowledge","More knowledgeable 18-29","192","1992","54","52.1","53","51"
"age and knowledge","More knowledgeable 18-29","140","1996","59.3","48.9","54","55.1"
"age and knowledge","More knowledgeable 18-29","102","2000","56.2","53.1","54.6","51.5"
"age and knowledge","More knowledgeable 18-29","93","2004","57.3","36.3","46.7","60.4"
"age and knowledge","More knowledgeable 18-29","90","2008","64.4","51.8","58.1","56.3"
"age and knowledge","More knowledgeable 18-29","137","2012","63.2","42.1","52.7","60.5"
"age and knowledge","More knowledgeable 18-29","377","2016","40.2","30.4","35.2","54.8"
"age and knowledge","More knowledgeable 18-29","541","2020","46.6","32.7","39.5","56.9"
"age and knowledge","More knowledgeable 18-29","305","2024","51.8","34.6","43.1","58.5"
"age and knowledge","Less knowledgeable 30-44","125","1968","68.1","62.7","65.4","52.7"
"age and knowledge","Less knowledgeable 30-44","96","1972","47.2","63.2","55.2","42"
"age and knowledge","Less knowledgeable 30-44","151","1976","66.5","60.6","63.5","53"
"age and knowledge","Less knowledgeable 30-44","92","1980","64.8","54.7","59.4","54.7"
"age and knowledge","Less knowledgeable 30-44","246","1984","58.2","59.8","59.2","49"
"age and knowledge","Less knowledgeable 30-44","245","1988","56.3","58.7","57.6","48.8"
"age and knowledge","Less knowledgeable 30-44","326","1992","58.1","51.8","54.7","53.4"
"age and knowledge","Less knowledgeable 30-44","153","1996","60.7","52.6","56.5","53.9"
"age and knowledge","Less knowledgeable 30-44","239","2000","56.8","57.7","57.4","49.5"
"age and knowledge","Less knowledgeable 30-44","122","2004","50","60.8","55.4","44.6"
"age and knowledge","Less knowledgeable 30-44","374","2008","60.5","48.3","54.5","56.2"
"age and knowledge","Less knowledgeable 30-44","70","2012","58.7","46.9","52.8","55.9"
"age and knowledge","Less knowledgeable 30-44","311","2016","46","34.4","40.1","55.7"
"age and knowledge","Less knowledgeable 30-44","738","2020","48.9","36.4","42.6","56.3"
"age and knowledge","Less knowledgeable 30-44","507","2024","40.3","46.7","43.4","46.7"
"age and knowledge","More knowledgeable 30-44","275","1968","61.9","65.5","63.7","48.2"
"age and knowledge","More knowledgeable 30-44","176","1972","48.3","63.8","56","42.3"
"age and knowledge","More knowledgeable 30-44","305","1976","58.5","63.5","61","47.5"
"age and knowledge","More knowledgeable 30-44","292","1980","51.5","56.9","54.2","47.3"
"age and knowledge","More knowledgeable 30-44","378","1984","53","64.3","58.6","44.4"
"age and knowledge","More knowledgeable 30-44","374","1988","52","60.7","56.3","45.7"
"age and knowledge","More knowledgeable 30-44","465","1992","52.9","52.1","52.4","50.4"
"age and knowledge","More knowledgeable 30-44","391","1996","55.5","52.4","53.9","51.7"
"age and knowledge","More knowledgeable 30-44","263","2000","51.7","59.9","55.6","45.9"
"age and knowledge","More knowledgeable 30-44","143","2004","47.1","59","53.1","44"
"age and knowledge","More knowledgeable 30-44","185","2008","56.8","53.9","55.3","51.5"
"age and knowledge","More knowledgeable 30-44","270","2012","60.3","43.4","51.7","58.4"
"age and knowledge","More knowledgeable 30-44","695","2016","47.2","28.2","37.7","59.4"
"age and knowledge","More knowledgeable 30-44","1218","2020","46.6","39.7","43","53.4"
"age and knowledge","More knowledgeable 30-44","751","2024","49.3","36.8","43","56.2"
"age and knowledge","Less knowledgeable 45-59","87","1968","62.5","64.3","63.4","49.2"
"age and knowledge","Less knowledgeable 45-59","79","1972","54.8","67.2","60.5","44.1"
"age and knowledge","Less knowledgeable 45-59","140","1976","68.2","59.2","63.5","54.7"
"age and knowledge","Less knowledgeable 45-59","60","1980","60.5","58.9","59.9","51"
"age and knowledge","Less knowledgeable 45-59","133","1984","63.3","61.2","61.9","51.4"
"age and knowledge","Less knowledgeable 45-59","102","1988","65","53.7","59.4","55.7"
"age and knowledge","Less knowledgeable 45-59","151","1992","63","49.8","56","57"
"age and knowledge","Less knowledgeable 45-59","69","1996","64.2","49","57.1","58.1"
"age and knowledge","Less knowledgeable 45-59","171","2000","57.7","56","57","51.2"
"age and knowledge","Less knowledgeable 45-59","119","2004","49.6","63.9","56.3","43.2"
"age and knowledge","Less knowledgeable 45-59","371","2008","56.9","48.2","52.5","54.2"
"age and knowledge","Less knowledgeable 45-59","98","2012","45.6","59.3","52.4","43.1"
"age and knowledge","Less knowledgeable 45-59","239","2016","39","45.2","41.9","46.2"
"age and knowledge","Less knowledgeable 45-59","589","2020","49.4","44.7","46.9","52.3"
"age and knowledge","Less knowledgeable 45-59","430","2024","39.1","48.2","43.4","45.7"
"age and knowledge","More knowledgeable 45-59","269","1968","60.9","67.9","64.4","46.5"
"age and knowledge","More knowledgeable 45-59","192","1972","43.7","69.3","56.5","37.3"
"age and knowledge","More knowledgeable 45-59","288","1976","61.4","62.1","61.7","49.7"
"age and knowledge","More knowledgeable 45-59","218","1980","54.2","57.5","55.8","48.3"
"age and knowledge","More knowledgeable 45-59","229","1984","56.9","63.7","60.2","46.6"
"age and knowledge","More knowledgeable 45-59","221","1988","55.7","63.9","59.8","45.9"
"age and knowledge","More knowledgeable 45-59","313","1992","52.9","53.7","53.3","49.7"
"age and knowledge","More knowledgeable 45-59","290","1996","59","55.3","57","51.7"
"age and knowledge","More knowledgeable 45-59","259","2000","54.4","55.6","54.9","49.3"
"age and knowledge","More knowledgeable 45-59","190","2004","51.3","56.7","54","47.3"
"age and knowledge","More knowledgeable 45-59","243","2008","52.6","57.7","55.1","47.4"
"age and knowledge","More knowledgeable 45-59","256","2012","58.8","49.1","53.9","54.8"
"age and knowledge","More knowledgeable 45-59","843","2016","42.1","37.3","39.7","52.4"
"age and knowledge","More knowledgeable 45-59","1245","2020","44.8","47.8","46.1","48.4"
"age and knowledge","More knowledgeable 45-59","712","2024","51.6","37.2","44.3","57.3"
"age and knowledge","Less knowledgeable 60+","98","1968","67.3","67.7","67.3","49.9"
"age and knowledge","Less knowledgeable 60+","84","1972","46.8","72.3","58.7","37.5"
"age and knowledge","Less knowledgeable 60+","157","1976","64.5","65.5","65","49.7"
"age and knowledge","Less knowledgeable 60+","97","1980","69.1","55.6","62","56.4"
"age and knowledge","Less knowledgeable 60+","190","1984","62.8","62","61.8","50.6"
"age and knowledge","Less knowledgeable 60+","113","1988","63","56.7","58.6","54.1"
"age and knowledge","Less knowledgeable 60+","176","1992","62.6","57","59.2","53.3"
"age and knowledge","Less knowledgeable 60+","90","1996","69.1","51.7","60","58.2"
"age and knowledge","Less knowledgeable 60+","153","2000","64.3","56.4","59.9","53.9"
"age and knowledge","Less knowledgeable 60+","111","2004","53.4","62.5","57.8","45.6"
"age and knowledge","Less knowledgeable 60+","255","2008","55.6","53.2","54","51.2"
"age and knowledge","Less knowledgeable 60+","62","2012","47.3","55.4","51.2","46"
"age and knowledge","Less knowledgeable 60+","254","2016","44.8","42.6","43.9","50.8"
"age and knowledge","Less knowledgeable 60+","626","2020","53","42.8","47.6","55"
"age and knowledge","Less knowledgeable 60+","596","2024","42.8","48.6","45.6","47.2"
"age and knowledge","More knowledgeable 60+","202","1968","60.5","70.9","65.8","44.8"
"age and knowledge","More knowledgeable 60+","157","1972","44.5","70.9","57.6","36.8"
"age and knowledge","More knowledgeable 60+","310","1976","60.7","62.9","61.6","49.1"
"age and knowledge","More knowledgeable 60+","216","1980","58.1","59.5","58.8","49.3"
"age and knowledge","More knowledgeable 60+","248","1984","55.6","64.9","60.2","45.4"
"age and knowledge","More knowledgeable 60+","305","1988","58.5","62.4","60.4","47.9"
"age and knowledge","More knowledgeable 60+","364","1992","57.2","51.8","54.6","52.6"
"age and knowledge","More knowledgeable 60+","326","1996","60.6","53.7","57.1","53.3"
"age and knowledge","More knowledgeable 60+","219","2000","58.7","58.6","58.5","49.9"
"age and knowledge","More knowledgeable 60+","171","2004","55.1","54","54.7","50.4"
"age and knowledge","More knowledgeable 60+","250","2008","53.3","58.9","56.1","47.2"
"age and knowledge","More knowledgeable 60+","234","2012","50.9","54.6","52.7","48.2"
"age and knowledge","More knowledgeable 60+","1003","2016","40.9","42.2","41.4","49.4"
"age and knowledge","More knowledgeable 60+","2255","2020","50.4","44.7","47.3","53"
"age and knowledge","More knowledgeable 60+","1403","2024","53.3","36.2","44.7","58.4"
"region and knowledge","Less knowledgeable in South","94","1968","63.4","58.8","60.9","52.5"
"region and knowledge","Less knowledgeable in South","112","1972","47.9","68.3","57.5","40.4"
"region and knowledge","Less knowledgeable in South","192","1976","70.1","60.2","65.1","55"
"region and knowledge","Less knowledgeable in South","120","1980","67.8","57.7","62.4","54.8"
"region and knowledge","Less knowledgeable in South","290","1984","62.5","60.2","60.9","51.2"
"region and knowledge","Less knowledgeable in South","267","1988","59.6","60.6","59.7","49.7"
"region and knowledge","Less knowledgeable in South","332","1992","62.9","54","58.1","54.8"
"region and knowledge","Less knowledgeable in South","170","1996","66.2","51.9","58.8","56.8"
"region and knowledge","Less knowledgeable in South","231","2000","57.8","60.8","59.1","48.5"
"region and knowledge","Less knowledgeable in South","147","2004","54","61.5","57.3","46.7"
"region and knowledge","Less knowledgeable in South","569","2008","57.6","52.4","54.9","52.5"
"region and knowledge","Less knowledgeable in South","103","2012","57.1","55.8","56.4","50.6"
"region and knowledge","Less knowledgeable in South","364","2016","42","42.2","42","49.4"
"region and knowledge","Less knowledgeable in South","821","2020","49.6","41","45.1","54.3"
"region and knowledge","Less knowledgeable in South","554","2024","38.4","51.7","45","43.4"
"region and knowledge","More knowledgeable in South","232","1968","55.2","68","61.6","43.6"
"region and knowledge","More knowledgeable in South","177","1972","44.5","71","57.8","36.7"
"region and knowledge","More knowledgeable in South","275","1976","64.7","60.5","62.4","52.2"
"region and knowledge","More knowledgeable in South","256","1980","57.9","59.1","58.4","49.4"
"region and knowledge","More knowledgeable in South","251","1984","56","64.3","60","45.9"
"region and knowledge","More knowledgeable in South","274","1988","56.2","64.8","60.5","45.7"
"region and knowledge","More knowledgeable in South","367","1992","55.4","56.4","55.8","49.6"
"region and knowledge","More knowledgeable in South","358","1996","61.3","55.4","58.1","52.8"
"region and knowledge","More knowledgeable in South","259","2000","50.7","62.2","56.4","44.3"
"region and knowledge","More knowledgeable in South","189","2004","51","60.5","56","45"
"region and knowledge","More knowledgeable in South","352","2008","48","62.3","55.1","42.9"
"region and knowledge","More knowledgeable in South","332","2012","54.1","51.2","52.6","51.5"
"region and knowledge","More knowledgeable in South","913","2016","40.7","40.6","40.6","50"
"region and knowledge","More knowledgeable in South","1599","2020","44.2","49","46.4","47.6"
"region and knowledge","More knowledgeable in South","1077","2024","46.8","41.5","44","52.6"
"region and knowledge","Less knowledgeable in Nonsouth","290","1968","65.3","66","65.6","49.7"
"region and knowledge","Less knowledgeable in Nonsouth","273","1972","53.2","63.4","58.1","44.9"
"region and knowledge","Less knowledgeable in Nonsouth","491","1976","64.4","61.5","62.8","51.6"
"region and knowledge","Less knowledgeable in Nonsouth","258","1980","59.9","54.9","57.4","52.5"
"region and knowledge","Less knowledgeable in Nonsouth","551","1984","58.7","60.1","59.3","49.4"
"region and knowledge","Less knowledgeable in Nonsouth","420","1988","57.3","57.6","57.5","49.8"
"region and knowledge","Less knowledgeable in Nonsouth","569","1992","57.3","52","54.4","52.9"
"region and knowledge","Less knowledgeable in Nonsouth","210","1996","60.7","51.8","56.5","54.7"
"region and knowledge","Less knowledgeable in Nonsouth","462","2000","58.6","54.3","56.6","52.2"
